-46.5755424273651,-23.6475040519342
-46.5754894659892,-23.6474486618992
-46.5754446595203,-23.6474272589463
-46.5753826435157,-23.6474244877653
-46.5754171423734,-23.6475151949062
-46.575280218541,-23.6475451359886
-46.5752991282538,-23.6474865062886
-46.5753212581647,-23.647454163062
-46.5752881261984,-23.647598920773
-46.5752928119019,-23.6476464930638
-46.5752020048551,-23.6479690453367
-46.5751851304976,-23.6474697096257
-46.5751932441821,-23.6479956765993
-46.5751708595924,-23.6480168701959
-46.5751451204204,-23.6480409974482
-46.575108762611,-23.6481590226168
-46.5750203170382,-23.6481126359305
-46.5750527493781,-23.6479903013043
-46.5750738638808,-23.647913582657
-46.5751820216284,-23.6475234948356
-46.5751507339624,-23.6474178668156
-46.5752035568372,-23.6472797118895
-46.5754384738586,-23.6473049821466
-46.5755248403311,-23.6472889931734
-46.5755811360143,-23.6472386821952
-46.5751040584683,-23.6473920218706
-46.5749756421552,-23.647384293312
-46.5748314574217,-23.6473942337965
-46.5746899418269,-23.6474248901369
-46.5745587821651,-23.6474711657754
-46.5745243286256,-23.6474853444532
-46.5745518266561,-23.6474867937495
-46.5746395299226,-23.6475622397671
-46.5749881064246,-23.647859139044
-46.5747652782751,-23.647670700109
-46.5748917157314,-23.6477760307204
-46.574362164591,-23.6475507820624
-46.5743003455009,-23.6474633074408
-46.5742126639491,-23.6473390700925
-46.5746873890417,-23.6479398133709
-46.5748198362991,-23.6480415142758
-46.5749285053149,-23.6481389957567
-46.5749925271318,-23.6482081580956
-46.5749220469735,-23.6483478306179
-46.5748168200903,-23.6484974470048
-46.5750926857465,-23.6482116013234
-46.5749316440136,-23.648512395393
-46.5748409268719,-23.6486200993805
-46.5749182366595,-23.6486868405398
-46.5747170855565,-23.6486052982927
-46.5746258108502,-23.6485349628912
-46.5745963329862,-23.6485097237722
-46.5746509784507,-23.6488069325354
-46.5747563009939,-23.6488978683001
-46.5747657070343,-23.6489049101557
-46.5747798966438,-23.6489171449502
-46.5747889475557,-23.6489248595442
-46.5747977363511,-23.64893090397
-46.5748105659857,-23.6489306621103
-46.5748275125491,-23.6489304899466
-46.5748488087902,-23.6489296044588
-46.5746789406272,-23.6486549785217
-46.5743264680476,-23.6489835338604
-46.5742186054773,-23.6489737001195
-46.5741675406263,-23.6489655199722
-46.5741468076646,-23.6489831279548
-46.5741051690158,-23.6490241448124
-46.5740842240491,-23.6490645054384
-46.5741169614415,-23.6491395619099
-46.5741173518303,-23.6491924193977
-46.5744220148074,-23.6490365401217
-46.5744414588043,-23.6490528478959
-46.5746981025274,-23.649244400855
-46.574639202208,-23.6493199419889
-46.5745837796576,-23.6494129567347
-46.5744339981168,-23.6495623563389
-46.5739975578997,-23.6493085035464
-46.573970192473,-23.6492878152671
-46.5739368711712,-23.6495079635718
-46.5738752124011,-23.6495351318735
-46.5738164580296,-23.6495419736493
-46.5736736183535,-23.6498264668142
-46.5736833177214,-23.6498529663554
-46.5736488147511,-23.6498428335584
-46.5736535326524,-23.6498728966182
-46.5736700245037,-23.6498751826774
-46.5736790360489,-23.6499757398474
-46.5736011025371,-23.6499783153768
-46.5737404608382,-23.6495242325635
-46.5736459748576,-23.6494536503941
-46.5739474088015,-23.6493566326711
-46.5739219507763,-23.6493334715311
-46.5738842322746,-23.6494188343102
-46.5738225121633,-23.6494408731981
-46.5737700195707,-23.6494246778346
-46.5735923739125,-23.6492689006169
-46.5736134541303,-23.6492499509142
-46.5733204967871,-23.6490283191341
-46.5734987196667,-23.649323493427
-46.5734246983431,-23.6494000797961
-46.5733978091673,-23.6493787174463
-46.5733852248494,-23.6494399592756
-46.5734106801399,-23.6494628974903
-46.5735683473057,-23.6495273181054
-46.5735276660143,-23.6495674329253
-46.573494129505,-23.6496583292724
-46.5734857235363,-23.6496033226989
-46.5734321544725,-23.649618587373
-46.5735025007971,-23.6495485065818
-46.5735617334101,-23.649601881985
-46.5734002175721,-23.6492359447445
-46.5732849650421,-23.6489928811732
-46.5732167451882,-23.6489320133521
-46.5731868845479,-23.6488899380076
-46.5731445302441,-23.6488508890214
-46.5735606811111,-23.6485929524822
-46.5736159737297,-23.6485396412557
-46.5736624996698,-23.648583331691
-46.5738112138528,-23.6483447260045
-46.5738311101147,-23.6483280187395
-46.5738565999371,-23.6483538561131
-46.5738999039647,-23.6483913339531
-46.5738605326595,-23.6482980551493
-46.5739244563169,-23.6482376303015
-46.5739668557572,-23.648199505346
-46.5738646151675,-23.6481131101037
-46.5738905236746,-23.6480929961291
-46.5738166513934,-23.648030178549
-46.5738461848359,-23.6481309177095
-46.5738183114907,-23.6481082271483
-46.5738762172918,-23.6479697979658
-46.5739305344906,-23.6479159389327
-46.57395662634,-23.6478909161159
-46.5739886579162,-23.6479171331395
